date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:34	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Jul%202022%2010:07:34%20GMT	https://vportfolio.amcoders.com/frontend/css/owl.video.play.png	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/css/owl.video.play.png	(from https://vportfolio.amcoders.com/frontend/css/owl.carousel.min.css)
11:07:36	1773/1773	---MC-	200	added ('OK')	text/css	date:Wed,%2006%20Jul%202022%2010:07:35%20GMT	https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap	Desktop/projects/web_portfolio/fonts.googleapis.com/css731e.css	(from https://vportfolio.amcoders.com/frontend/css/dark.css)
11:07:36	94308/94308	---M--	200	added ('OK')	image/gif	etag:%2261f78bdd-17064%22	https://vportfolio.amcoders.com/frontend/img/preloading/1.gif	Desktop/projects/web_portfolio/vportfolio.amcoders.com/frontend/img/preloading/1.gif	(from https://vportfolio.amcoders.com/frontend/css/dark.css)
11:07:39	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2006%20Jul%202022%2010:07:38%20GMT	https://fonts.googleapis.com/robots.txt		(from https://vportfolio.amcoders.com/frontend/css/dark.css)
11:07:40	20852/20852	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2009%20May%202022%2018:36:22%20GMT	https://fonts.gstatic.com/s/oswald/v48/TK3_WkUHHAIjg75cFRf3bXL8LICs1_FvsUZiYA.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/oswald/v48/TK3_WkUHHAIjg75cFRf3bXL8LICs1_FvsUZiYA.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:41	20944/20944	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2009%20May%202022%2018:36:13%20GMT	https://fonts.gstatic.com/s/oswald/v48/TK3_WkUHHAIjg75cFRf3bXL8LICs18NvsUZiYA.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/oswald/v48/TK3_WkUHHAIjg75cFRf3bXL8LICs18NvsUZiYA.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:42	20960/20960	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2009%20May%202022%2018:36:23%20GMT	https://fonts.gstatic.com/s/oswald/v48/TK3_WkUHHAIjg75cFRf3bXL8LICs1y9osUZiYA.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/oswald/v48/TK3_WkUHHAIjg75cFRf3bXL8LICs1y9osUZiYA.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:43	73868/73868	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2009%20May%202022%2018:34:50%20GMT	https://fonts.gstatic.com/s/pacifico/v22/FwZY7-Qmy14u9lezJ-6H6Mw.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/pacifico/v22/FwZY7-Qmy14u9lezJ-6H6Mw.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:44	29956/29956	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2027%20Apr%202022%2016:27:31%20GMT	https://fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkP8o58a-xw.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkP8o58a-xw.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:45	29984/29984	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2027%20Apr%202022%2016:27:31%20GMT	https://fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkM0o58a-xw.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkM0o58a-xw.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:46	29960/29960	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2027%20Apr%202022%2016:14:12%20GMT	https://fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkCEv58a-xw.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkCEv58a-xw.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:47	29832/29832	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2027%20Apr%202022%2016:11:54%20GMT	https://fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkBgv58a-xw.ttf	Desktop/projects/web_portfolio/fonts.gstatic.com/s/quicksand/v29/6xK-dSZaM9iE8KbpRA_LJ3z8mH9BOJvgkBgv58a-xw.ttf	(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
11:07:49	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Jul%202022%2010:07:48%20GMT	https://fonts.gstatic.com/robots.txt		(from https://fonts.googleapis.com/css?family=Oswald:400,500,600|Pacifico|Quicksand:400,500,600,700&display=swap)
